LeadID,LeadDate,Source,City,Budget,PropertyType,Project,SalesOwner
1301,2024-03-03,Google Ads,Noida,15800000,Villa,Urban Square,Rohit Sharma
1302,2024-11-29,Google Ads,Hyderabad,10000000,Apartment,Palm Towers,Sachin Tendulkar
1303,2024-07-06,Google Ads,Pune,9300000,Plot,Green Valley,Praveen Tambe
1304,2024-11-30,Housing,Gurgaon,4300000,Apartment,Elite Heights,Priya Kapoor
1305,2024-12-06,Channel Partner,Gurgaon,18500000,Villa,Green Valley,Riya Kapoor
1306,2024-12-10,Facebook,Noida,12300000,Villa,Sky Residency,Priya Kapoor
1307,2024-03-28,99acres,Noida,3300000,Apartment,Urban Square,Rohit Sharma
1308,2024-05-30,Facebook,Noida,6900000,Plot,Green Valley,Praveen Tambe
1309,2024-12-07,Facebook,Pune,12100000,Plot,Green Valley,Priya Kapoor
1310,2024-02-14,Facebook,Noida,19300000,Villa,Palm Towers,Aman Sharma
1311,2024-09-15,Google Ads,Pune,13900000,Plot,Urban Square,Priya Kapoor
1312,2024-01-17,Referral,Noida,10800000,Apartment,Sky Residency,Praveen Tambe
1313,2024-11-01,Referral,Gurgaon,16000000,Villa,Sky Residency,Riya Kapoor
1314,2024-01-05,Google Ads,Noida,10100000,Villa,Green Valley,Neha Singh
1315,2024-04-29,Housing,Hyderabad,17000000,Villa,Elite Heights,Shefali Mehta
1316,2024-08-18,Google Ads,Gurgaon,7200000,Villa,Green Valley,Sachin Tendulkar
1317,2024-05-07,Google Ads,Mumbai,11700000,Villa,Palm Towers,Praveen Tambe
1318,2024-07-24,99acres,Gurgaon,18100000,Apartment,Green Valley,Riya Kapoor
1319,2024-03-07,Facebook,Hyderabad,7000000,Apartment,Elite Heights,Sachin Tendulkar
1320,2024-08-30,Referral,Gurgaon,7800000,Plot,Palm Towers,Riya Kapoor
1321,2024-06-04,99acres,Pune,16500000,Plot,Sky Residency,Aman Sharma
1322,2024-07-31,Referral,Pune,4600000,Plot,Palm Towers,Sachin Tendulkar
1323,2024-05-06,99acres,Noida,12000000,Plot,Green Valley,Sachin Tendulkar
1324,2024-11-15,Referral,Noida,10600000,Villa,Green Valley,Viral Kohli
1325,2024-10-05,Walk-in,Gurgaon,15500000,Villa,Sky Residency,Viral Kohli
1326,2024-10-30,Referral,Noida,5500000,Villa,Green Valley,Riya Kapoor
1327,2024-09-18,Google Ads,Gurgaon,6100000,Apartment,Urban Square,Aman Sharma
1328,2024-10-10,Facebook,Gurgaon,16800000,Plot,Urban Square,Rohit Sharma
1329,2024-03-15,Referral,Noida,18400000,Villa,Sky Residency,Shefali Mehta
1330,2024-06-05,99acres,Bangalore,19600000,Plot,Urban Square,Shefali Mehta
1331,2024-09-17,Facebook,Gurgaon,17100000,Villa,Urban Square,Viral Kohli
1332,2024-08-19,Google Ads,Gurgaon,18800000,Apartment,Sky Residency,Riya Kapoor
1333,2024-10-04,99acres,Mumbai,18600000,Apartment,Sky Residency,Sachin Tendulkar
1334,2024-01-21,Referral,Bangalore,4400000,Apartment,Elite Heights,Rohit Sharma
1335,2024-05-01,Referral,Gurgaon,5700000,Villa,Palm Towers,Sachin Tendulkar
1336,2024-07-24,Google Ads,Gurgaon,11200000,Plot,Sky Residency,Aman Sharma
1337,2024-04-17,Facebook,Noida,13300000,Plot,Elite Heights,Ravi Mehta
1338,2024-08-03,Housing,Noida,3800000,Plot,Elite Heights,Neha Singh
1339,2024-06-15,Facebook,Mumbai,10200000,Plot,Palm Towers,Viral Kohli
1340,2024-10-09,99acres,Hyderabad,3000000,Villa,Sky Residency,Priya Kapoor
1341,2024-06-10,99acres,Gurgaon,13500000,Plot,Green Valley,Rohit Sharma
1342,2024-03-11,99acres,Bangalore,5000000,Villa,Sky Residency,Sachin Tendulkar
1343,2024-09-27,Referral,Mumbai,19000000,Apartment,Sky Residency,Priya Kapoor
1344,2024-09-21,Facebook,Hyderabad,8300000,Villa,Palm Towers,Ravi Mehta
1345,2024-06-16,Facebook,Pune,8400000,Villa,Sky Residency,Shefali Mehta
1346,2024-07-03,Referral,Mumbai,10600000,Apartment,Green Valley,Neha Singh
1347,2024-05-16,Google Ads,Mumbai,13800000,Plot,Sky Residency,Rohit Sharma
1348,2024-03-30,Google Ads,Bangalore,9400000,Villa,Elite Heights,Rohit Sharma
1349,2024-02-10,99acres,Gurgaon,18700000,Plot,Elite Heights,Shefali Mehta
1350,2024-05-02,Google Ads,Bangalore,18500000,Villa,Palm Towers,Viral Kohli
1351,2024-03-06,Referral,Pune,9500000,Apartment,Green Valley,Praveen Tambe
1352,2024-02-28,Google Ads,Pune,11900000,Villa,Urban Square,Ravi Mehta
1353,2024-11-14,Channel Partner,Noida,15100000,Plot,Green Valley,Shefali Mehta
1354,2024-05-10,Walk-in,Hyderabad,11200000,Apartment,Urban Square,Riya Kapoor
1355,2024-11-04,Facebook,Gurgaon,3300000,Apartment,Urban Square,Riya Kapoor
1356,2024-05-18,Google Ads,Bangalore,19600000,Apartment,Green Valley,Aman Sharma
1357,2024-04-28,99acres,Bangalore,4200000,Plot,Green Valley,Praveen Tambe
1358,2024-06-04,Housing,Mumbai,8700000,Villa,Green Valley,Ravi Mehta
1359,2024-10-10,Google Ads,Mumbai,16400000,Apartment,Urban Square,Riya Kapoor
1360,2024-01-08,Google Ads,Noida,14400000,Apartment,Green Valley,Sachin Tendulkar
1361,2024-01-16,99acres,Noida,12500000,Apartment,Green Valley,Ravi Mehta
1362,2024-12-16,Walk-in,Gurgaon,6700000,Plot,Sky Residency,Shefali Mehta
1363,2024-12-06,Facebook,Gurgaon,6600000,Apartment,Palm Towers,Viral Kohli
1364,2024-12-10,Facebook,Noida,18800000,Villa,Sky Residency,Viral Kohli
1365,2024-02-04,Referral,Pune,14900000,Plot,Elite Heights,Sachin Tendulkar
1366,2024-12-18,99acres,Hyderabad,19100000,Villa,Urban Square,Viral Kohli
1367,2024-04-05,Housing,Noida,16900000,Apartment,Sky Residency,Neha Singh
1368,2024-01-13,Facebook,Mumbai,17400000,Plot,Urban Square,Neha Singh
1369,2024-10-05,Housing,Pune,13200000,Plot,Palm Towers,Priya Kapoor
1370,2024-03-05,Referral,Mumbai,19200000,Villa,Sky Residency,Viral Kohli
1371,2024-05-30,Google Ads,Mumbai,16200000,Apartment,Palm Towers,Priya Kapoor
1372,2024-08-09,Google Ads,Gurgaon,12000000,Villa,Elite Heights,Riya Kapoor
1373,2024-05-15,Housing,Hyderabad,18200000,Plot,Elite Heights,Ravi Mehta
1374,2024-09-10,Channel Partner,Bangalore,15500000,Villa,Palm Towers,Sachin Tendulkar
1375,2024-06-16,Facebook,Bangalore,18400000,Villa,Elite Heights,Priya Kapoor
1376,2024-02-27,99acres,Gurgaon,13100000,Plot,Green Valley,Riya Kapoor
1377,2024-04-11,Google Ads,Noida,19300000,Apartment,Palm Towers,Aman Sharma
1378,2024-06-19,Facebook,Pune,7400000,Apartment,Green Valley,Ravi Mehta
1379,2024-02-09,Google Ads,Hyderabad,17200000,Villa,Green Valley,Neha Singh
1380,2024-08-30,Facebook,Bangalore,15200000,Apartment,Palm Towers,Sachin Tendulkar
1381,2024-08-21,Google Ads,Gurgaon,8500000,Apartment,Urban Square,Riya Kapoor
1382,2024-01-22,99acres,Hyderabad,10500000,Villa,Elite Heights,Neha Singh
1383,2024-01-08,99acres,Noida,7500000,Apartment,Elite Heights,Aman Sharma
1384,2024-07-26,Google Ads,Pune,15900000,Villa,Sky Residency,Riya Kapoor
1385,2024-08-11,Housing,Mumbai,3000000,Plot,Elite Heights,Neha Singh
1386,2024-02-23,Google Ads,Mumbai,16500000,Apartment,Elite Heights,Rohit Sharma
1387,2024-02-26,Facebook,Noida,3300000,Villa,Elite Heights,Sachin Tendulkar
1388,2024-03-10,Google Ads,Hyderabad,6400000,Apartment,Urban Square,Neha Singh
1389,2024-04-27,Google Ads,Pune,16800000,Villa,Urban Square,Sachin Tendulkar
1390,2024-07-18,99acres,Pune,14600000,Plot,Urban Square,Aman Sharma
1391,2024-08-31,Housing,Bangalore,17100000,Villa,Urban Square,Neha Singh
1392,2024-01-24,Referral,Noida,5400000,Plot,Green Valley,Riya Kapoor
1393,2024-05-17,Google Ads,Bangalore,3300000,Apartment,Sky Residency,Sachin Tendulkar
1394,2024-12-03,Facebook,Bangalore,10600000,Apartment,Palm Towers,Aman Sharma
1395,2024-03-22,Facebook,Mumbai,17600000,Villa,Sky Residency,Neha Singh
1396,2024-06-05,Google Ads,Gurgaon,19600000,Apartment,Green Valley,Viral Kohli
1397,2024-12-21,Channel Partner,Noida,14200000,Plot,Urban Square,Ravi Mehta
1398,2024-11-10,Google Ads,Noida,7700000,Apartment,Green Valley,Shefali Mehta
1399,2024-07-24,Google Ads,Hyderabad,18500000,Plot,Urban Square,Shefali Mehta
1400,2024-03-05,Google Ads,Hyderabad,10800000,Villa,Green Valley,Ravi Mehta
1401,2024-08-10,Walk-in,Noida,18200000,Apartment,Sky Residency,Praveen Tambe
1402,2024-01-14,Google Ads,Noida,19100000,Plot,Green Valley,Aman Sharma
1403,2024-07-08,99acres,Bangalore,18700000,Villa,Urban Square,Praveen Tambe
1404,2024-06-10,Facebook,Noida,8400000,Villa,Elite Heights,Praveen Tambe
1405,2024-10-01,Google Ads,Noida,17500000,Apartment,Sky Residency,Praveen Tambe
1406,2024-12-13,Google Ads,Pune,5400000,Villa,Green Valley,Viral Kohli
1407,2024-09-27,Referral,Bangalore,8800000,Apartment,Palm Towers,Aman Sharma
1408,2024-04-11,Facebook,Mumbai,14100000,Apartment,Elite Heights,Praveen Tambe
1409,2024-06-03,Referral,Hyderabad,11400000,Plot,Urban Square,Rohit Sharma
1410,2024-03-01,Walk-in,Mumbai,19800000,Plot,Elite Heights,Praveen Tambe
1411,2024-08-12,Google Ads,Gurgaon,4700000,Villa,Urban Square,Neha Singh
1412,2024-04-07,Housing,Noida,16100000,Apartment,Elite Heights,Viral Kohli
1413,2024-08-17,99acres,Pune,7100000,Plot,Elite Heights,Viral Kohli
1414,2024-08-23,Facebook,Bangalore,13500000,Apartment,Sky Residency,Priya Kapoor
1415,2024-12-02,Google Ads,Gurgaon,14500000,Plot,Green Valley,Priya Kapoor
1416,2024-02-01,Walk-in,Noida,10200000,Villa,Palm Towers,Ravi Mehta
1417,2024-04-06,Google Ads,Bangalore,13900000,Apartment,Elite Heights,Sachin Tendulkar
1418,2024-01-10,Channel Partner,Noida,16400000,Villa,Sky Residency,Viral Kohli
1419,2024-09-15,Google Ads,Mumbai,12500000,Villa,Urban Square,Sachin Tendulkar
1420,2024-07-30,Referral,Gurgaon,18300000,Apartment,Green Valley,Viral Kohli
1421,2024-02-04,99acres,Bangalore,8500000,Apartment,Elite Heights,Riya Kapoor
1422,2024-03-18,99acres,Noida,6300000,Villa,Sky Residency,Shefali Mehta
1423,2024-04-01,Facebook,Noida,19500000,Plot,Green Valley,Priya Kapoor
1424,2024-03-16,Channel Partner,Gurgaon,12400000,Villa,Urban Square,Shefali Mehta
1425,2024-02-22,99acres,Hyderabad,19000000,Villa,Sky Residency,Rohit Sharma
1426,2024-07-17,Google Ads,Gurgaon,13400000,Plot,Urban Square,Viral Kohli
1427,2024-11-04,Referral,Hyderabad,8000000,Villa,Palm Towers,Neha Singh
1428,2024-05-03,Channel Partner,Pune,10900000,Apartment,Elite Heights,Shefali Mehta
1429,2024-02-01,Google Ads,Mumbai,7800000,Villa,Palm Towers,Aman Sharma
1430,2024-09-26,Walk-in,Gurgaon,16900000,Apartment,Palm Towers,Priya Kapoor
1431,2024-10-18,Facebook,Pune,10500000,Apartment,Sky Residency,Aman Sharma
1432,2024-11-28,Channel Partner,Noida,16400000,Villa,Green Valley,Praveen Tambe
1433,2024-02-19,Facebook,Bangalore,9700000,Villa,Green Valley,Shefali Mehta
1434,2024-12-17,Facebook,Noida,15000000,Apartment,Palm Towers,Rohit Sharma
1435,2024-02-27,99acres,Hyderabad,3000000,Villa,Urban Square,Ravi Mehta
1436,2024-06-30,Google Ads,Gurgaon,19400000,Plot,Sky Residency,Praveen Tambe
1437,2024-05-31,Facebook,Noida,19100000,Villa,Palm Towers,Praveen Tambe
1438,2024-06-09,99acres,Mumbai,6500000,Villa,Sky Residency,Priya Kapoor
1439,2024-01-26,99acres,Mumbai,19200000,Apartment,Sky Residency,Sachin Tendulkar
1440,2024-01-27,99acres,Mumbai,7600000,Villa,Sky Residency,Sachin Tendulkar
1441,2024-07-07,Facebook,Noida,6000000,Plot,Palm Towers,Viral Kohli
1442,2024-11-12,Housing,Noida,9500000,Plot,Palm Towers,Viral Kohli
1443,2024-05-24,Google Ads,Gurgaon,13000000,Villa,Sky Residency,Rohit Sharma
1444,2024-10-26,Referral,Noida,3900000,Apartment,Elite Heights,Praveen Tambe
1445,2024-09-14,Google Ads,Gurgaon,7200000,Plot,Green Valley,Aman Sharma
1446,2024-08-24,Google Ads,Mumbai,7100000,Apartment,Elite Heights,Viral Kohli
1447,2024-06-14,Channel Partner,Mumbai,13400000,Villa,Urban Square,Sachin Tendulkar
1448,2024-05-13,Channel Partner,Gurgaon,11700000,Villa,Green Valley,Riya Kapoor
1449,2024-11-05,Facebook,Bangalore,8000000,Apartment,Green Valley,Ravi Mehta
1450,2024-06-10,Google Ads,Bangalore,18600000,Villa,Green Valley,Priya Kapoor
1451,2024-09-24,99acres,Gurgaon,11700000,Plot,Elite Heights,Ravi Mehta
1452,2024-03-18,Referral,Gurgaon,10100000,Apartment,Sky Residency,Praveen Tambe
1453,2024-10-08,Housing,Gurgaon,9800000,Plot,Green Valley,Aman Sharma
1454,2024-09-18,Facebook,Mumbai,8300000,Villa,Palm Towers,Aman Sharma
1455,2024-08-26,Facebook,Bangalore,3400000,Villa,Palm Towers,Rohit Sharma
1456,2024-01-20,Facebook,Noida,10100000,Apartment,Sky Residency,Priya Kapoor
1457,2024-01-05,Channel Partner,Noida,9200000,Apartment,Urban Square,Sachin Tendulkar
1458,2024-01-12,Google Ads,Hyderabad,14200000,Plot,Sky Residency,Riya Kapoor
1459,2024-07-16,Channel Partner,Gurgaon,17500000,Apartment,Sky Residency,Viral Kohli
1460,2024-04-12,Google Ads,Bangalore,15600000,Villa,Elite Heights,Rohit Sharma
1461,2024-07-12,99acres,Gurgaon,10000000,Villa,Elite Heights,Priya Kapoor
1462,2024-12-04,99acres,Mumbai,13600000,Plot,Elite Heights,Praveen Tambe
1463,2024-04-23,Channel Partner,Gurgaon,8100000,Villa,Urban Square,Riya Kapoor
1464,2024-11-23,Google Ads,Mumbai,11000000,Apartment,Sky Residency,Rohit Sharma
1465,2024-07-25,Google Ads,Gurgaon,4000000,Plot,Sky Residency,Viral Kohli
1466,2024-08-13,Channel Partner,Pune,13700000,Villa,Palm Towers,Aman Sharma
1467,2024-01-02,99acres,Mumbai,16200000,Plot,Urban Square,Neha Singh
1468,2024-04-21,Google Ads,Noida,4100000,Apartment,Palm Towers,Praveen Tambe
1469,2024-01-05,Google Ads,Gurgaon,3200000,Apartment,Urban Square,Shefali Mehta
1470,2024-05-02,Facebook,Gurgaon,3000000,Apartment,Palm Towers,Aman Sharma
1471,2024-07-29,Channel Partner,Gurgaon,9500000,Apartment,Green Valley,Rohit Sharma
1472,2024-11-27,Google Ads,Noida,17200000,Plot,Green Valley,Priya Kapoor
1473,2024-07-13,Google Ads,Pune,6600000,Plot,Urban Square,Sachin Tendulkar
1474,2024-11-24,Google Ads,Mumbai,9100000,Villa,Green Valley,Rohit Sharma
1475,2024-05-22,Housing,Noida,14200000,Plot,Green Valley,Neha Singh
1476,2024-11-17,99acres,Gurgaon,19900000,Villa,Sky Residency,Riya Kapoor
1477,2024-01-01,Referral,Bangalore,18900000,Apartment,Palm Towers,Aman Sharma
1478,2024-10-29,Facebook,Gurgaon,4800000,Villa,Palm Towers,Rohit Sharma
1479,2024-10-01,Google Ads,Bangalore,18200000,Plot,Elite Heights,Sachin Tendulkar
1480,2024-03-01,Facebook,Noida,4600000,Apartment,Elite Heights,Rohit Sharma
1481,2024-12-21,Walk-in,Gurgaon,4600000,Apartment,Sky Residency,Riya Kapoor
1482,2024-04-24,Google Ads,Bangalore,13600000,Apartment,Urban Square,Riya Kapoor
1483,2024-01-09,Housing,Pune,8700000,Apartment,Green Valley,Riya Kapoor
1484,2024-01-02,Facebook,Mumbai,8500000,Plot,Green Valley,Praveen Tambe
1485,2024-10-24,Housing,Pune,6200000,Plot,Sky Residency,Rohit Sharma
1486,2024-06-12,Google Ads,Mumbai,11600000,Villa,Elite Heights,Aman Sharma
1487,2024-04-17,Google Ads,Gurgaon,16200000,Villa,Palm Towers,Riya Kapoor
1488,2024-07-05,Google Ads,Bangalore,3400000,Apartment,Green Valley,Praveen Tambe
1489,2024-05-22,Housing,Pune,4700000,Plot,Green Valley,Viral Kohli
1490,2024-10-24,Google Ads,Noida,18800000,Plot,Urban Square,Priya Kapoor
1491,2024-05-06,Walk-in,Bangalore,18500000,Plot,Green Valley,Praveen Tambe
1492,2024-11-21,Facebook,Noida,7600000,Apartment,Green Valley,Ravi Mehta
1493,2024-05-26,99acres,Noida,16600000,Plot,Elite Heights,Aman Sharma
1494,2024-06-03,Google Ads,Bangalore,15500000,Apartment,Palm Towers,Shefali Mehta
1495,2024-07-19,Google Ads,Mumbai,13800000,Villa,Urban Square,Riya Kapoor
1496,2024-08-10,Google Ads,Gurgaon,14900000,Apartment,Green Valley,Riya Kapoor
1497,2024-08-03,Google Ads,Gurgaon,18800000,Apartment,Green Valley,Neha Singh
1498,2024-06-21,99acres,Noida,3900000,Villa,Palm Towers,Rohit Sharma
1499,2024-02-04,Facebook,Gurgaon,7300000,Villa,Elite Heights,Neha Singh
1500,2024-03-27,Facebook,Bangalore,14700000,Apartment,Sky Residency,Neha Singh
1501,2024-06-15,Housing,Bangalore,13300000,Apartment,Elite Heights,Aman Sharma
1502,2024-11-21,Channel Partner,Pune,12500000,Plot,Elite Heights,Riya Kapoor
1503,2024-06-28,Facebook,Pune,5200000,Plot,Sky Residency,Aman Sharma
1504,2024-08-27,Referral,Mumbai,13300000,Villa,Sky Residency,Praveen Tambe
1505,2024-01-01,Facebook,Gurgaon,10700000,Villa,Urban Square,Rohit Sharma
1506,2024-09-04,Facebook,Gurgaon,13800000,Villa,Palm Towers,Rohit Sharma
1507,2024-10-29,Channel Partner,Noida,13300000,Apartment,Palm Towers,Praveen Tambe
1508,2024-01-27,Channel Partner,Pune,16900000,Villa,Sky Residency,Priya Kapoor
1509,2024-02-13,Google Ads,Mumbai,14100000,Apartment,Palm Towers,Praveen Tambe
1510,2024-11-08,Facebook,Bangalore,17900000,Plot,Palm Towers,Sachin Tendulkar
1511,2024-10-31,Walk-in,Gurgaon,7500000,Apartment,Sky Residency,Sachin Tendulkar
1512,2024-04-20,Facebook,Pune,7600000,Plot,Palm Towers,Rohit Sharma
1513,2024-07-31,Housing,Noida,18700000,Villa,Green Valley,Ravi Mehta
1514,2024-05-26,Google Ads,Pune,5400000,Apartment,Green Valley,Praveen Tambe
1515,2024-05-31,99acres,Gurgaon,6600000,Apartment,Palm Towers,Viral Kohli
1516,2024-10-28,Facebook,Noida,5200000,Villa,Palm Towers,Riya Kapoor
1517,2024-11-07,Channel Partner,Gurgaon,10400000,Plot,Urban Square,Shefali Mehta
1518,2024-09-06,Google Ads,Mumbai,4000000,Apartment,Urban Square,Rohit Sharma
1519,2024-09-12,Google Ads,Mumbai,15800000,Plot,Urban Square,Priya Kapoor
1520,2024-12-20,Google Ads,Hyderabad,14200000,Villa,Elite Heights,Priya Kapoor
1521,2024-06-27,99acres,Noida,12100000,Plot,Sky Residency,Viral Kohli
1522,2024-11-21,Google Ads,Gurgaon,10400000,Plot,Green Valley,Praveen Tambe
1523,2024-06-08,Google Ads,Bangalore,3700000,Villa,Elite Heights,Priya Kapoor
1524,2024-02-08,Housing,Gurgaon,13800000,Apartment,Urban Square,Shefali Mehta
1525,2024-08-10,Google Ads,Pune,19200000,Plot,Sky Residency,Ravi Mehta
1526,2024-11-07,Facebook,Noida,7800000,Villa,Palm Towers,Praveen Tambe
1527,2024-10-05,99acres,Gurgaon,16600000,Apartment,Sky Residency,Aman Sharma
1528,2024-12-25,99acres,Noida,13700000,Villa,Green Valley,Viral Kohli
1529,2024-09-25,Facebook,Noida,18300000,Plot,Green Valley,Ravi Mehta
1530,2024-08-10,Facebook,Noida,4400000,Apartment,Palm Towers,Ravi Mehta
1531,2024-01-23,Facebook,Gurgaon,3100000,Villa,Elite Heights,Aman Sharma
1532,2024-06-06,Channel Partner,Gurgaon,5900000,Villa,Palm Towers,Aman Sharma
1533,2024-10-04,Channel Partner,Gurgaon,6400000,Apartment,Urban Square,Viral Kohli
1534,2024-05-30,Housing,Noida,9800000,Villa,Elite Heights,Praveen Tambe
1535,2024-04-19,Channel Partner,Noida,11700000,Villa,Sky Residency,Sachin Tendulkar
1536,2024-06-10,Housing,Noida,14900000,Plot,Elite Heights,Sachin Tendulkar
1537,2024-01-21,Facebook,Gurgaon,8100000,Apartment,Sky Residency,Priya Kapoor
1538,2024-03-29,Google Ads,Hyderabad,4800000,Apartment,Palm Towers,Aman Sharma
1539,2024-05-15,Google Ads,Noida,13000000,Apartment,Sky Residency,Shefali Mehta
1540,2024-05-22,Google Ads,Gurgaon,14500000,Villa,Sky Residency,Ravi Mehta
1541,2024-02-17,Facebook,Gurgaon,5200000,Plot,Green Valley,Praveen Tambe
1542,2024-05-01,Google Ads,Mumbai,19700000,Villa,Elite Heights,Riya Kapoor
1543,2024-04-16,Housing,Gurgaon,8600000,Apartment,Sky Residency,Neha Singh
1544,2024-08-11,Google Ads,Mumbai,12500000,Apartment,Sky Residency,Shefali Mehta
1545,2024-04-06,Referral,Gurgaon,14900000,Plot,Palm Towers,Riya Kapoor
1546,2024-05-12,99acres,Hyderabad,10700000,Villa,Green Valley,Sachin Tendulkar
1547,2024-05-05,99acres,Mumbai,10000000,Plot,Green Valley,Priya Kapoor
1548,2024-02-03,Housing,Bangalore,3500000,Apartment,Green Valley,Aman Sharma
1549,2024-02-28,Google Ads,Gurgaon,17900000,Plot,Palm Towers,Sachin Tendulkar
1550,2024-07-10,Google Ads,Mumbai,11000000,Villa,Green Valley,Riya Kapoor
1551,2024-03-24,Google Ads,Gurgaon,19000000,Plot,Urban Square,Rohit Sharma
1552,2024-04-04,99acres,Mumbai,10900000,Plot,Elite Heights,Shefali Mehta
1553,2024-02-07,Facebook,Hyderabad,16000000,Apartment,Palm Towers,Ravi Mehta
1554,2024-09-26,Housing,Mumbai,16900000,Plot,Urban Square,Praveen Tambe
1555,2024-10-19,Google Ads,Mumbai,14900000,Villa,Sky Residency,Viral Kohli
1556,2024-10-08,Referral,Mumbai,5000000,Apartment,Palm Towers,Priya Kapoor
1557,2024-05-23,99acres,Bangalore,5500000,Apartment,Green Valley,Praveen Tambe
1558,2024-09-16,Walk-in,Noida,10100000,Apartment,Green Valley,Shefali Mehta
1559,2024-09-14,Google Ads,Pune,18700000,Apartment,Palm Towers,Rohit Sharma
1560,2024-09-24,Google Ads,Gurgaon,17900000,Plot,Green Valley,Praveen Tambe
1561,2024-08-09,99acres,Noida,5800000,Villa,Sky Residency,Priya Kapoor
1562,2024-06-27,Channel Partner,Gurgaon,17800000,Villa,Elite Heights,Shefali Mehta
1563,2024-06-02,Facebook,Pune,4100000,Villa,Sky Residency,Priya Kapoor
1564,2024-09-13,Referral,Bangalore,11300000,Villa,Urban Square,Rohit Sharma
1565,2024-07-12,Facebook,Pune,16800000,Villa,Elite Heights,Shefali Mehta
1566,2024-08-04,99acres,Noida,5900000,Apartment,Palm Towers,Priya Kapoor
1567,2024-08-22,99acres,Gurgaon,8700000,Villa,Sky Residency,Priya Kapoor
1568,2024-05-11,Facebook,Mumbai,11500000,Apartment,Elite Heights,Aman Sharma
1569,2024-08-24,Housing,Noida,11900000,Apartment,Green Valley,Riya Kapoor
1570,2024-07-07,Google Ads,Mumbai,17900000,Apartment,Sky Residency,Neha Singh
1571,2024-05-06,Google Ads,Noida,13900000,Apartment,Green Valley,Rohit Sharma
1572,2024-02-28,Google Ads,Noida,6700000,Villa,Sky Residency,Viral Kohli
1573,2024-06-24,Housing,Gurgaon,10800000,Apartment,Urban Square,Neha Singh
1574,2024-10-01,Google Ads,Noida,17000000,Apartment,Sky Residency,Sachin Tendulkar
1575,2024-11-26,Google Ads,Bangalore,3400000,Apartment,Elite Heights,Sachin Tendulkar
1576,2024-04-29,99acres,Mumbai,10500000,Plot,Sky Residency,Riya Kapoor
1577,2024-09-21,Channel Partner,Bangalore,5200000,Apartment,Sky Residency,Sachin Tendulkar
1578,2024-07-27,99acres,Noida,19700000,Villa,Green Valley,Rohit Sharma
1579,2024-01-24,Facebook,Mumbai,16500000,Apartment,Green Valley,Praveen Tambe
1580,2024-01-29,Facebook,Mumbai,4900000,Plot,Sky Residency,Rohit Sharma
1581,2024-09-24,Google Ads,Pune,5000000,Plot,Green Valley,Praveen Tambe
1582,2024-01-24,Facebook,Hyderabad,11200000,Villa,Elite Heights,Sachin Tendulkar
1583,2024-05-14,Channel Partner,Noida,19800000,Apartment,Sky Residency,Riya Kapoor
1584,2024-03-27,Facebook,Noida,3500000,Plot,Urban Square,Viral Kohli
1585,2024-06-04,Google Ads,Gurgaon,7700000,Plot,Elite Heights,Riya Kapoor
1586,2024-01-13,Facebook,Noida,11000000,Villa,Elite Heights,Riya Kapoor
1587,2024-07-21,Facebook,Mumbai,18300000,Plot,Sky Residency,Sachin Tendulkar
1588,2024-02-13,Google Ads,Noida,8900000,Villa,Urban Square,Priya Kapoor
1589,2024-01-19,Housing,Bangalore,10300000,Apartment,Elite Heights,Viral Kohli
1590,2024-07-21,Channel Partner,Gurgaon,19500000,Apartment,Palm Towers,Aman Sharma
1591,2024-12-05,Google Ads,Gurgaon,14600000,Plot,Urban Square,Riya Kapoor
1592,2024-07-24,Google Ads,Noida,10900000,Plot,Elite Heights,Priya Kapoor
1593,2024-01-05,Google Ads,Hyderabad,3100000,Apartment,Green Valley,Ravi Mehta
1594,2024-02-04,Facebook,Hyderabad,4100000,Apartment,Elite Heights,Ravi Mehta
1595,2024-06-23,Facebook,Noida,12400000,Apartment,Green Valley,Sachin Tendulkar
1596,2024-09-30,Facebook,Bangalore,11000000,Plot,Sky Residency,Priya Kapoor
1597,2024-08-28,Facebook,Gurgaon,9200000,Apartment,Elite Heights,Aman Sharma
1598,2024-02-24,Facebook,Hyderabad,3600000,Plot,Palm Towers,Sachin Tendulkar
1599,2024-01-03,Facebook,Noida,10900000,Apartment,Sky Residency,Ravi Mehta
1600,2024-10-06,Google Ads,Gurgaon,9900000,Villa,Green Valley,Praveen Tambe
1601,2024-07-29,Google Ads,Noida,7600000,Apartment,Palm Towers,Praveen Tambe
1602,2024-09-10,Google Ads,Gurgaon,15000000,Villa,Sky Residency,Neha Singh
1603,2024-08-11,Google Ads,Gurgaon,4000000,Villa,Elite Heights,Rohit Sharma
1604,2024-03-06,Facebook,Mumbai,11700000,Apartment,Green Valley,Aman Sharma
1605,2024-11-23,Facebook,Noida,18300000,Plot,Elite Heights,Shefali Mehta
1606,2024-08-18,Facebook,Bangalore,19400000,Plot,Urban Square,Aman Sharma
1607,2024-03-18,Channel Partner,Noida,13700000,Plot,Sky Residency,Praveen Tambe
1608,2024-04-29,Google Ads,Gurgaon,6600000,Villa,Elite Heights,Shefali Mehta
1609,2024-09-10,Channel Partner,Noida,6800000,Villa,Green Valley,Shefali Mehta
1610,2024-01-08,Google Ads,Gurgaon,11300000,Plot,Elite Heights,Riya Kapoor
1611,2024-06-26,Facebook,Pune,19200000,Plot,Urban Square,Riya Kapoor
1612,2024-03-15,Google Ads,Hyderabad,5900000,Apartment,Palm Towers,Ravi Mehta
